alpha_1,alpha_2,lambda_1,lambda_2,dataset,noise_model,noise_level,coverage,width,score
1e-07,1e-07,1e-05,1e-06,Polynomial,heteroskedastic,0.1,1.0,2.083541744377253,1.0417708721886265
1e-07,1e-07,1e-05,1e-06,LennardJones,homoskedastic,0.01,1.0,2.0337290294536965,1.0168645147268482
1e-07,1e-07,1e-05,1e-06,LennardJones,homoskedastic,0.02,1.0,2.0512540807023703,1.0256270403511851
1e-07,1e-07,1e-05,1e-06,LennardJones,homoskedastic,0.05,1.0,2.0170726711378726,1.0085363355689363
1e-07,1e-07,1e-05,1e-06,LennardJones,homoskedastic,0.1,1.0,2.09453732605604,1.04726866302802
1e-07,1e-07,1e-05,1e-06,LennardJones,heteroskedastic,0.01,1.0,2.0384110092594376,1.0192055046297188
1e-07,1e-07,1e-05,1e-06,LennardJones,heteroskedastic,0.02,1.0,1.9635498010906105,0.9817749005453053
1e-07,1e-07,1e-05,1e-06,LennardJones,heteroskedastic,0.05,1.0,2.029231818930411,1.0146159094652054
1e-07,1e-07,1e-05,1e-06,LennardJones,heteroskedastic,0.1,1.0,2.1327810996749683,1.0663905498374842
1e-07,1e-07,1e-05,1e-06,Shomate,homoskedastic,0.01,1.0,1.601520110119675,0.8007600550598375
1e-07,1e-07,1e-05,1e-06,Shomate,homoskedastic,0.02,1.0,2.061130722883531,1.0305653614417656
1e-07,1e-07,1e-05,1e-06,Shomate,homoskedastic,0.05,1.0,1.7641440460446542,0.8820720230223271
1e-07,1e-07,1e-05,1e-06,Shomate,homoskedastic,0.1,1.0,2.159544291265501,1.0797721456327505
1e-07,1e-07,1e-05,1e-06,Shomate,heteroskedastic,0.01,1.0,1.2938336455947725,0.6469168227973863
1e-07,1e-07,1e-05,1e-06,Shomate,heteroskedastic,0.02,1.0,0.8817878431290929,0.44089392156454643
1e-07,1e-07,1e-05,1e-06,Shomate,heteroskedastic,0.05,1.0,0.8864308792074581,0.44321543960372906
1e-07,1e-07,1e-05,1e-06,Shomate,heteroskedastic,0.1,1.0,1.1944804659426864,0.5972402329713432
1e-07,1e-07,1e-05,1e-05,Line,homoskedastic,0.01,1.0,3.1259003879014737,1.5629501939507369
1e-07,1e-07,1e-05,1e-05,Line,homoskedastic,0.02,1.0,3.1412634691082824,1.5706317345541412
1e-07,1e-07,1e-05,1e-05,Line,homoskedastic,0.05,1.0,3.1296314722404066,1.5648157361202033
1e-07,1e-07,1e-05,1e-05,Line,homoskedastic,0.1,1.0,3.1059251808340025,1.5529625904170012
1e-07,1e-07,1e-05,1e-05,Line,heteroskedastic,0.01,1.0,3.1394815703800187,1.5697407851900094
1e-07,1e-07,1e-05,1e-05,Line,heteroskedastic,0.02,1.0,3.155440371981532,1.577720185990766
1e-07,1e-07,1e-05,1e-05,Line,heteroskedastic,0.05,1.0,3.1160411496565446,1.5580205748282723
1e-07,1e-07,1e-05,1e-05,Line,heteroskedastic,0.1,1.0,3.0651100344118496,1.5325550172059248
1e-07,1e-07,1e-05,1e-05,Polynomial,homoskedastic,0.01,1.0,3.660734347216949,1.8303671736084746
1e-07,1e-07,1e-05,1e-05,Polynomial,homoskedastic,0.02,1.0,3.460140641833148,1.730070320916574
1e-07,1e-07,1e-05,1e-05,Polynomial,homoskedastic,0.05,1.0,3.3241565705474154,1.6620782852737077
1e-07,1e-07,1e-05,1e-05,Polynomial,homoskedastic,0.1,1.0,2.5083920120951415,1.2541960060475708
1e-07,1e-07,1e-05,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.54756491586526,1.77378245793263
1e-07,1e-07,1e-05,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4382293859490636,1.7191146929745318
1e-07,1e-07,1e-05,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.8079093772825972,0.9039546886412986
1e-07,1e-07,1e-05,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.0836631871799236,1.0418315935899618
1e-07,1e-07,1e-05,1e-05,LennardJones,homoskedastic,0.01,1.0,2.033763033408839,1.0168815167044194
1e-07,1e-07,1e-05,1e-05,LennardJones,homoskedastic,0.02,1.0,2.051287810310209,1.0256439051551045
1e-07,1e-07,1e-05,1e-05,LennardJones,homoskedastic,0.05,1.0,2.0171070624375167,1.0085535312187583
1e-07,1e-07,1e-05,1e-05,LennardJones,homoskedastic,0.1,1.0,2.094570922345948,1.047285461172974
1e-07,1e-07,1e-05,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.038444965283082,1.019222482641541
1e-07,1e-07,1e-05,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.9635851892160203,0.9817925946080102
1e-07,1e-07,1e-05,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.0292670016297447,1.0146335008148724
1e-07,1e-07,1e-05,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.1328195973714847,1.0664097986857424
1e-07,1e-07,1e-05,1e-05,Shomate,homoskedastic,0.01,1.0,1.6015521198051619,0.8007760599025809
1e-07,1e-07,1e-05,1e-05,Shomate,homoskedastic,0.02,1.0,2.0611554069893234,1.0305777034946617
1e-07,1e-07,1e-05,1e-05,Shomate,homoskedastic,0.05,1.0,1.7641944157389289,0.8820972078694644
1e-07,1e-07,1e-05,1e-05,Shomate,homoskedastic,0.1,1.0,2.159603437547871,1.0798017187739355
1e-07,1e-07,1e-05,1e-05,Shomate,heteroskedastic,0.01,1.0,1.2938797665908304,0.6469398832954152
1e-07,1e-07,1e-05,1e-05,Shomate,heteroskedastic,0.02,1.0,0.8818611326248839,0.44093056631244193
1e-07,1e-07,1e-05,1e-05,Shomate,heteroskedastic,0.05,1.0,0.8865431268760334,0.4432715634380167
1e-07,1e-07,1e-05,1e-05,Shomate,heteroskedastic,0.1,1.0,1.1945658871566711,0.5972829435783356
1e-07,1e-06,1e-07,1e-07,Line,homoskedastic,0.01,1.0,3.125882742852077,1.5629413714260385
1e-07,1e-06,1e-07,1e-07,Line,homoskedastic,0.02,1.0,3.141246212840816,1.570623106420408
1e-07,1e-06,1e-07,1e-07,Line,homoskedastic,0.05,1.0,3.1296139099923463,1.5648069549961732
1e-07,1e-06,1e-07,1e-07,Line,homoskedastic,0.1,1.0,3.105906988810289,1.5529534944051444
1e-07,1e-06,1e-07,1e-07,Line,heteroskedastic,0.01,1.0,3.1394642657920286,1.5697321328960143
1e-07,1e-06,1e-07,1e-07,Line,heteroskedastic,0.02,1.0,3.1554234633035407,1.5777117316517704
1e-07,1e-06,1e-07,1e-07,Line,heteroskedastic,0.05,1.0,3.116023202310139,1.5580116011550695
1e-07,1e-06,1e-07,1e-07,Line,heteroskedastic,0.1,1.0,3.065090612165024,1.532545306082512
1e-07,1e-06,1e-07,1e-07,Polynomial,homoskedastic,0.01,1.0,3.6606146097203274,1.8303073048601637
1e-07,1e-06,1e-07,1e-07,Polynomial,homoskedastic,0.02,1.0,3.460039151299013,1.7300195756495065
1e-07,1e-06,1e-07,1e-07,Polynomial,homoskedastic,0.05,1.0,3.3240309944572437,1.6620154972286219
1e-07,1e-06,1e-07,1e-07,Polynomial,homoskedastic,0.1,1.0,2.508223414737925,1.2541117073689625
1e-07,1e-06,1e-07,1e-07,Polynomial,heteroskedastic,0.01,1.0,3.547406736171167,1.7737033680855836
1e-07,1e-06,1e-07,1e-07,Polynomial,heteroskedastic,0.02,1.0,3.4381180421337465,1.7190590210668732
1e-07,1e-06,1e-07,1e-07,Polynomial,heteroskedastic,0.05,1.0,1.8078644078792745,0.9039322039396372
1e-07,1e-06,1e-07,1e-07,Polynomial,heteroskedastic,0.1,1.0,2.0834879597800775,1.0417439798900388
1e-07,1e-06,1e-07,1e-07,LennardJones,homoskedastic,0.01,1.0,2.0337110323564445,1.0168555161782222
1e-07,1e-06,1e-07,1e-07,LennardJones,homoskedastic,0.02,1.0,2.051233675734888,1.025616837867444
1e-07,1e-06,1e-07,1e-07,LennardJones,homoskedastic,0.05,1.0,2.017054229693736,1.008527114846868
1e-07,1e-06,1e-07,1e-07,LennardJones,homoskedastic,0.1,1.0,2.0945161647863433,1.0472580823931716
1e-07,1e-06,1e-07,1e-07,LennardJones,heteroskedastic,0.01,1.0,2.038395666235511,1.0191978331177556
1e-07,1e-06,1e-07,1e-07,LennardJones,heteroskedastic,0.02,1.0,1.9635289368686244,0.9817644684343122
1e-07,1e-06,1e-07,1e-07,LennardJones,heteroskedastic,0.05,1.0,2.029215291845605,1.0146076459228024
1e-07,1e-06,1e-07,1e-07,LennardJones,heteroskedastic,0.1,1.0,2.1327557252632348,1.0663778626316174
1e-07,1e-06,1e-07,1e-07,Shomate,homoskedastic,0.01,1.0,1.6012473741848476,0.8006236870924238
1e-07,1e-06,1e-07,1e-07,Shomate,homoskedastic,0.02,1.0,2.061052540610156,1.030526270305078
1e-07,1e-06,1e-07,1e-07,Shomate,homoskedastic,0.05,1.0,1.7640462969895239,0.8820231484947619
1e-07,1e-06,1e-07,1e-07,Shomate,homoskedastic,0.1,1.0,2.1594221870421646,1.0797110935210823
1e-07,1e-06,1e-07,1e-07,Shomate,heteroskedastic,0.01,1.0,1.293746235895943,0.6468731179479715
1e-07,1e-06,1e-07,1e-07,Shomate,heteroskedastic,0.02,1.0,0.881789705400191,0.4408948527000955
1e-07,1e-06,1e-07,1e-07,Shomate,heteroskedastic,0.05,1.0,0.8864247709257701,0.44321238546288505
1e-07,1e-06,1e-07,1e-07,Shomate,heteroskedastic,0.1,1.0,1.1944779523961928,0.5972389761980964
1e-07,1e-06,1e-07,1e-06,Line,homoskedastic,0.01,1.0,3.125887166980008,1.562943583490004
1e-07,1e-06,1e-07,1e-06,Line,homoskedastic,0.02,1.0,3.1412506153597435,1.5706253076798717
1e-07,1e-06,1e-07,1e-06,Line,homoskedastic,0.05,1.0,3.1296183294019566,1.5648091647009783
1e-07,1e-06,1e-07,1e-06,Line,homoskedastic,0.1,1.0,3.1059114434097514,1.5529557217048757
1e-07,1e-06,1e-07,1e-06,Line,heteroskedastic,0.01,1.0,3.139468670848373,1.5697343354241866
1e-07,1e-06,1e-07,1e-06,Line,heteroskedastic,0.02,1.0,3.155427846510959,1.5777139232554795
1e-07,1e-06,1e-07,1e-06,Line,heteroskedastic,0.05,1.0,3.116027643271893,1.5580138216359465
1e-07,1e-06,1e-07,1e-06,Line,heteroskedastic,0.1,1.0,3.065095136296686,1.532547568148343
1e-07,1e-06,1e-07,1e-06,Polynomial,homoskedastic,0.01,1.0,3.6606158777165247,1.8303079388582624
1e-07,1e-06,1e-07,1e-06,Polynomial,homoskedastic,0.02,1.0,3.4600405191844956,1.7300202595922478
1e-07,1e-06,1e-07,1e-06,Polynomial,homoskedastic,0.05,1.0,3.324032705416331,1.6620163527081655
1e-07,1e-06,1e-07,1e-06,Polynomial,homoskedastic,0.1,1.0,2.508228247173537,1.2541141235867685
1e-07,1e-06,1e-07,1e-06,Polynomial,heteroskedastic,0.01,1.0,3.547408068438695,1.7737040342193475
1e-07,1e-06,1e-07,1e-06,Polynomial,heteroskedastic,0.02,1.0,3.4381195168180314,1.7190597584090157
1e-07,1e-06,1e-07,1e-06,Polynomial,heteroskedastic,0.05,1.0,1.807867822384077,0.9039339111920385
1e-07,1e-06,1e-07,1e-06,Polynomial,heteroskedastic,0.1,1.0,2.083500102470088,1.041750051235044
1e-07,1e-06,1e-07,1e-06,LennardJones,homoskedastic,0.01,1.0,2.0337144329832713,1.0168572164916356
1e-07,1e-06,1e-07,1e-06,LennardJones,homoskedastic,0.02,1.0,2.0512370489401794,1.0256185244700897
1e-07,1e-06,1e-07,1e-06,LennardJones,homoskedastic,0.05,1.0,2.0170576690608772,1.0085288345304386
1e-07,1e-06,1e-07,1e-06,LennardJones,homoskedastic,0.1,1.0,2.094519524666398,1.047259762333199
1e-07,1e-06,1e-07,1e-06,LennardJones,heteroskedastic,0.01,1.0,2.038399062045574,1.019199531022787
1e-07,1e-06,1e-07,1e-06,LennardJones,heteroskedastic,0.02,1.0,1.9635324759557442,0.9817662379778721
1e-07,1e-06,1e-07,1e-06,LennardJones,heteroskedastic,0.05,1.0,2.0292188103497244,1.0146094051748622
1e-07,1e-06,1e-07,1e-06,LennardJones,heteroskedastic,0.1,1.0,2.1327595753649957,1.0663797876824979
1e-07,1e-06,1e-07,1e-06,Shomate,homoskedastic,0.01,1.0,1.601250574918386,0.800625287459193
1e-07,1e-06,1e-07,1e-06,Shomate,homoskedastic,0.02,1.0,2.061055009409179,1.0305275047045894
1e-07,1e-06,1e-07,1e-06,Shomate,homoskedastic,0.05,1.0,1.764051335424273,0.8820256677121365
1e-07,1e-06,1e-07,1e-06,Shomate,homoskedastic,0.1,1.0,2.159428104262531,1.0797140521312656
1e-07,1e-06,1e-07,1e-06,Shomate,heteroskedastic,0.01,1.0,1.2937508495101666,0.6468754247550833
1e-07,1e-06,1e-07,1e-06,Shomate,heteroskedastic,0.02,1.0,0.8817970350188413,0.44089851750942066
1e-07,1e-06,1e-07,1e-06,Shomate,heteroskedastic,0.05,1.0,0.8864359969950673,0.4432179984975336
1e-07,1e-06,1e-07,1e-06,Shomate,heteroskedastic,0.1,1.0,1.1944864951667082,0.5972432475833541
1e-07,1e-06,1e-07,1e-05,Line,homoskedastic,0.01,1.0,3.125931407914932,1.562965703957466
1e-07,1e-06,1e-07,1e-05,Line,homoskedastic,0.02,1.0,3.1412946402096447,1.5706473201048223
1e-07,1e-06,1e-07,1e-05,Line,homoskedastic,0.05,1.0,3.1296625231546433,1.5648312615773217
1e-07,1e-06,1e-07,1e-05,Line,homoskedastic,0.1,1.0,3.1059559890523447,1.5529779945261724
1e-07,1e-06,1e-07,1e-05,Line,heteroskedastic,0.01,1.0,3.1395127210718607,1.5697563605359304
1e-07,1e-06,1e-07,1e-05,Line,heteroskedastic,0.02,1.0,3.1554716782501093,1.5777358391250547
1e-07,1e-06,1e-07,1e-05,Line,heteroskedastic,0.05,1.0,3.1160720525404377,1.5580360262702189
1e-07,1e-06,1e-07,1e-05,Line,heteroskedastic,0.1,1.0,3.0651403772420136,1.5325701886210068
1e-07,1e-06,1e-07,1e-05,Polynomial,homoskedastic,0.01,1.0,3.6606285576601407,1.8303142788300704
1e-07,1e-06,1e-07,1e-05,Polynomial,homoskedastic,0.02,1.0,3.4600541980049124,1.7300270990024562
1e-07,1e-06,1e-07,1e-05,Polynomial,homoskedastic,0.05,1.0,3.324049814920763,1.6620249074603815
1e-07,1e-06,1e-07,1e-05,Polynomial,homoskedastic,0.1,1.0,2.5082765698576814,1.2541382849288407
1e-07,1e-06,1e-07,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.5474213910913415,1.7737106955456707
1e-07,1e-06,1e-07,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4381342636114987,1.7190671318057493
1e-07,1e-06,1e-07,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.8079019668935203,0.9039509834467602
1e-07,1e-06,1e-07,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.0836215334433046,1.0418107667216523
1e-07,1e-06,1e-07,1e-05,LennardJones,homoskedastic,0.01,1.0,2.033748438938564,1.016874219469282
1e-07,1e-06,1e-07,1e-05,LennardJones,homoskedastic,0.02,1.0,2.051270780687221,1.0256353903436104
1e-07,1e-06,1e-07,1e-05,LennardJones,homoskedastic,0.05,1.0,2.017092062405548,1.008546031202774
1e-07,1e-06,1e-07,1e-05,LennardJones,homoskedastic,0.1,1.0,2.094553123149772,1.047276561574886
1e-07,1e-06,1e-07,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.038433019833746,1.019216509916873
1e-07,1e-06,1e-07,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.9635678664692262,0.9817839332346131
1e-07,1e-06,1e-07,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.0292539950127613,1.0146269975063806
1e-07,1e-06,1e-07,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.132798075751984,1.066399037875992
1e-07,1e-06,1e-07,1e-05,Shomate,homoskedastic,0.01,1.0,1.6012825818532135,0.8006412909266067
1e-07,1e-06,1e-07,1e-05,Shomate,homoskedastic,0.02,1.0,2.06107969719015,1.030539848595075
1e-07,1e-06,1e-07,1e-05,Shomate,homoskedastic,0.05,1.0,1.7641017170916515,0.8820508585458258
1e-07,1e-06,1e-07,1e-05,Shomate,homoskedastic,0.1,1.0,2.1594872704667334,1.0797436352333667
1e-07,1e-06,1e-07,1e-05,Shomate,heteroskedastic,0.01,1.0,1.2937969839582384,0.6468984919791192
1e-07,1e-06,1e-07,1e-05,Shomate,heteroskedastic,0.02,1.0,0.881870326286612,0.440935163143306
1e-07,1e-06,1e-07,1e-05,Shomate,heteroskedastic,0.05,1.0,0.8865482453754939,0.44327412268774696
1e-07,1e-06,1e-07,1e-05,Shomate,heteroskedastic,0.1,1.0,1.1945719167485558,0.5972859583742779
1e-07,1e-06,1e-06,1e-07,Line,homoskedastic,0.01,1.0,3.1258799295779767,1.5629399647889883
1e-07,1e-06,1e-06,1e-07,Line,homoskedastic,0.02,1.0,3.1412433857599744,1.5706216928799872
1e-07,1e-06,1e-06,1e-07,Line,homoskedastic,0.05,1.0,3.1296110936736663,1.5648055468368331
1e-07,1e-06,1e-06,1e-07,Line,homoskedastic,0.1,1.0,3.1059041944805306,1.5529520972402653
1e-07,1e-06,1e-06,1e-07,Line,heteroskedastic,0.01,1.0,3.139461440325943,1.5697307201629715
1e-07,1e-06,1e-06,1e-07,Line,heteroskedastic,0.02,1.0,3.155420623734238,1.577710311867119
1e-07,1e-06,1e-06,1e-07,Line,heteroskedastic,0.05,1.0,3.1160203994451723,1.5580101997225861
1e-07,1e-06,1e-06,1e-07,Line,heteroskedastic,0.1,1.0,3.0650878603662894,1.5325439301831447
1e-07,1e-06,1e-06,1e-07,Polynomial,homoskedastic,0.01,1.0,3.660613503963813,1.8303067519819065
1e-07,1e-06,1e-06,1e-07,Polynomial,homoskedastic,0.02,1.0,3.460038085752524,1.730019042876262
1e-07,1e-06,1e-06,1e-07,Polynomial,homoskedastic,0.05,1.0,3.3240297650038118,1.6620148825019059
1e-07,1e-06,1e-06,1e-07,Polynomial,homoskedastic,0.1,1.0,2.508221447892439,1.2541107239462195
1e-07,1e-06,1e-06,1e-07,Polynomial,heteroskedastic,0.01,1.0,3.5474056451495546,1.7737028225747773
1e-07,1e-06,1e-06,1e-07,Polynomial,heteroskedastic,0.02,1.0,3.438116908440739,1.7190584542203695
1e-07,1e-06,1e-06,1e-07,Polynomial,heteroskedastic,0.05,1.0,1.8078636836843793,0.9039318418421897
1e-07,1e-06,1e-06,1e-07,Polynomial,heteroskedastic,0.1,1.0,2.083484585952786,1.041742292976393
1e-07,1e-06,1e-06,1e-07,LennardJones,homoskedastic,0.01,1.0,2.033710117034644,1.016855058517322
1e-07,1e-06,1e-06,1e-07,LennardJones,homoskedastic,0.02,1.0,2.0512327521216513,1.0256163760608257
1e-07,1e-06,1e-06,1e-07,LennardJones,homoskedastic,0.05,1.0,2.01705331929909,1.008526659649545
1e-07,1e-06,1e-06,1e-07,LennardJones,homoskedastic,0.1,1.0,2.09451520716727,1.047257603583635
1e-07,1e-06,1e-06,1e-07,LennardJones,heteroskedastic,0.01,1.0,2.0383947480637903,1.0191973740318951
1e-07,1e-06,1e-06,1e-07,LennardJones,heteroskedastic,0.02,1.0,1.9635280493168097,0.9817640246584048
1e-07,1e-06,1e-06,1e-07,LennardJones,heteroskedastic,0.05,1.0,2.0292143518452965,1.0146071759226483
1e-07,1e-06,1e-06,1e-07,LennardJones,heteroskedastic,0.1,1.0,2.1327546015825,1.06637730079125
1e-07,1e-06,1e-06,1e-07,Shomate,homoskedastic,0.01,1.0,1.6012468603605439,0.8006234301802719
1e-07,1e-06,1e-06,1e-07,Shomate,homoskedastic,0.02,1.0,2.06105188564733,1.030525942823665
1e-07,1e-06,1e-06,1e-07,Shomate,homoskedastic,0.05,1.0,1.7640453760323571,0.8820226880161786
1e-07,1e-06,1e-06,1e-07,Shomate,homoskedastic,0.1,1.0,2.1594206205456374,1.0797103102728187
1e-07,1e-06,1e-06,1e-07,Shomate,heteroskedastic,0.01,1.0,1.2937457678016657,0.6468728839008329
1e-07,1e-06,1e-06,1e-07,Shomate,heteroskedastic,0.02,1.0,0.8817893929698716,0.4408946964849358
1e-07,1e-06,1e-06,1e-07,Shomate,heteroskedastic,0.05,1.0,0.8864243991358481,0.44321219956792407
1e-07,1e-06,1e-06,1e-07,Shomate,heteroskedastic,0.1,1.0,1.194477445174837,0.5972387225874185
1e-07,1e-06,1e-06,1e-06,Line,homoskedastic,0.01,1.0,3.1258843537019247,1.5629421768509624
1e-07,1e-06,1e-06,1e-06,Line,homoskedastic,0.02,1.0,3.14124778827494,1.57062389413747
1e-07,1e-06,1e-06,1e-06,Line,homoskedastic,0.05,1.0,3.1296155130792993,1.5648077565396497
1e-07,1e-06,1e-06,1e-06,Line,homoskedastic,0.1,1.0,3.1059086490759844,1.5529543245379922
1e-07,1e-06,1e-06,1e-06,Line,heteroskedastic,0.01,1.0,3.139465845378324,1.569732922689162
1e-07,1e-06,1e-06,1e-06,Line,heteroskedastic,0.02,1.0,3.1554250069377114,1.5777125034688557
1e-07,1e-06,1e-06,1e-06,Line,heteroskedastic,0.05,1.0,3.1160248404029325,1.5580124202014662
1e-07,1e-06,1e-06,1e-06,Line,heteroskedastic,0.1,1.0,3.0650923844938913,1.5325461922469457
1e-07,1e-06,1e-06,1e-06,Polynomial,homoskedastic,0.01,1.0,3.6606147719605944,1.8303073859802972
1e-07,1e-06,1e-06,1e-06,Polynomial,homoskedastic,0.02,1.0,3.4600394536376067,1.7300197268188033
1e-07,1e-06,1e-06,1e-06,Polynomial,homoskedastic,0.05,1.0,3.324031475962968,1.662015737981484
1e-07,1e-06,1e-06,1e-06,Polynomial,homoskedastic,0.1,1.0,2.508226280332683,1.2541131401663415
1e-07,1e-06,1e-06,1e-06,Polynomial,heteroskedastic,0.01,1.0,3.5474069774166965,1.7737034887083483
1e-07,1e-06,1e-06,1e-06,Polynomial,heteroskedastic,0.02,1.0,3.438118383124613,1.7190591915623066
1e-07,1e-06,1e-06,1e-06,Polynomial,heteroskedastic,0.05,1.0,1.807867098188371,0.9039335490941856
1e-07,1e-06,1e-06,1e-06,Polynomial,heteroskedastic,0.1,1.0,2.0834967285845005,1.0417483642922503
1e-07,1e-06,1e-06,1e-06,LennardJones,homoskedastic,0.01,1.0,2.0337135176599364,1.0168567588299682
1e-07,1e-06,1e-06,1e-06,LennardJones,homoskedastic,0.02,1.0,2.051236125325431,1.0256180626627156
1e-07,1e-06,1e-06,1e-06,LennardJones,homoskedastic,0.05,1.0,2.017056758664706,1.008528379332353
1e-07,1e-06,1e-06,1e-06,LennardJones,homoskedastic,0.1,1.0,2.0945185670458915,1.0472592835229457
1e-07,1e-06,1e-06,1e-06,LennardJones,heteroskedastic,0.01,1.0,2.0383981438723304,1.0191990719361652
1e-07,1e-06,1e-06,1e-06,LennardJones,heteroskedastic,0.02,1.0,1.9635315884023652,0.9817657942011826
1e-07,1e-06,1e-06,1e-06,LennardJones,heteroskedastic,0.05,1.0,2.0292178703479853,1.0146089351739926
1e-07,1e-06,1e-06,1e-06,LennardJones,heteroskedastic,0.1,1.0,2.1327584516834985,1.0663792258417493
1e-07,1e-06,1e-06,1e-06,Shomate,homoskedastic,0.01,1.0,1.6012500610927896,0.8006250305463948
1e-07,1e-06,1e-06,1e-06,Shomate,homoskedastic,0.02,1.0,2.0610543544455915,1.0305271772227957
1e-07,1e-06,1e-06,1e-06,Shomate,homoskedastic,0.05,1.0,1.7640504144698894,0.8820252072349447
1e-07,1e-06,1e-06,1e-06,Shomate,homoskedastic,0.1,1.0,2.159426537779452,1.079713268889726
1e-07,1e-06,1e-06,1e-06,Shomate,heteroskedastic,0.01,1.0,1.293750381415464,0.646875190707732
1e-07,1e-06,1e-06,1e-06,Shomate,heteroskedastic,0.02,1.0,0.8817967225868313,0.44089836129341564
1e-07,1e-06,1e-06,1e-06,Shomate,heteroskedastic,0.05,1.0,0.8864356252016241,0.44321781260081206
1e-07,1e-06,1e-06,1e-06,Shomate,heteroskedastic,0.1,1.0,1.1944859879432406,0.5972429939716203
1e-07,1e-06,1e-06,1e-05,Line,homoskedastic,0.01,1.0,3.125928594597032,1.562964297298516
1e-07,1e-06,1e-06,1e-05,Line,homoskedastic,0.02,1.0,3.1412918130852194,1.5706459065426097
1e-07,1e-06,1e-06,1e-05,Line,homoskedastic,0.05,1.0,3.1296597067922183,1.5648298533961091
1e-07,1e-06,1e-06,1e-05,Line,homoskedastic,0.1,1.0,3.1059531946785093,1.5529765973392546
1e-07,1e-06,1e-06,1e-05,Line,heteroskedastic,0.01,1.0,3.139509895562166,1.569754947781083
1e-07,1e-06,1e-06,1e-05,Line,heteroskedastic,0.02,1.0,3.1554688386374172,1.5777344193187086
1e-07,1e-06,1e-06,1e-05,Line,heteroskedastic,0.05,1.0,3.1160692496315385,1.5580346248157693
1e-07,1e-06,1e-06,1e-05,Line,heteroskedastic,0.1,1.0,3.065137625398625,1.5325688126993124
1e-07,1e-06,1e-06,1e-05,Polynomial,homoskedastic,0.01,1.0,3.6606274519004334,1.8303137259502167
1e-07,1e-06,1e-06,1e-05,Polynomial,homoskedastic,0.02,1.0,3.4600531324540227,1.7300265662270113
1e-07,1e-06,1e-06,1e-05,Polynomial,homoskedastic,0.05,1.0,3.324048585465528,1.662024292732764
1e-07,1e-06,1e-06,1e-05,Polynomial,homoskedastic,0.1,1.0,2.5082746030624268,1.2541373015312134
1e-07,1e-06,1e-06,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.54742030006639,1.773710150033195
1e-07,1e-06,1e-06,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4381331299145126,1.7190665649572563
1e-07,1e-06,1e-06,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.8079012426911842,0.9039506213455921
1e-07,1e-06,1e-06,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.083618158974162,1.041809079487081
1e-07,1e-06,1e-06,1e-05,LennardJones,homoskedastic,0.01,1.0,2.033747523599933,1.0168737617999666
1e-07,1e-06,1e-06,1e-05,LennardJones,homoskedastic,0.02,1.0,2.051269857057314,1.025634928528657
1e-07,1e-06,1e-06,1e-05,LennardJones,homoskedastic,0.05,1.0,2.017091151994041,1.0085455759970205
1e-07,1e-06,1e-06,1e-05,LennardJones,homoskedastic,0.1,1.0,2.0945521655149184,1.0472760827574592
1e-07,1e-06,1e-06,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.0384321016452676,1.0192160508226338
1e-07,1e-06,1e-06,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.9635669789001553,0.9817834894500777
1e-07,1e-06,1e-06,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.0292530549966914,1.0146265274983457
1e-07,1e-06,1e-06,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.132796952062834,1.066398476031417
1e-07,1e-06,1e-06,1e-05,Shomate,homoskedastic,0.01,1.0,1.601282068016681,0.8006410340083405
1e-07,1e-06,1e-06,1e-05,Shomate,homoskedastic,0.02,1.0,2.06107904222064,1.03053952111032
1e-07,1e-06,1e-06,1e-05,Shomate,homoskedastic,0.05,1.0,1.7641007961665829,0.8820503980832914
1e-07,1e-06,1e-06,1e-05,Shomate,homoskedastic,0.1,1.0,2.159485704113501,1.0797428520567505
